,code,name,latitude_deg,longitude_deg
1007,MWK,Matak Airport,3.34812,106.258003
1008,MYJ,Matsuyama Airport,33.82720184,132.6999969
1009,IGA,Inagua Airport,20.97500038,-73.66690063
1010,MUB,Maun Airport,-19.97260094,23.43110085
1011,MYG,Mayaguana Airport,22.379499,-73.013494
1012,MDK,Mbandaka Airport,0.022600001,18.2887001
1013,MBI,Mbeya Airport,-8.919444,33.463889
1014,MJM,Mbuji Mayi Airport,-6.121240139,23.56900024
1015,MFE,McAllen Miller International Airport,26.176141,-98.237965
1016,MCK,McCook Ben Nelson Regional Airport,40.208016,-100.592651
1017,MCG,McGrath Airport,62.95289993,-155.6060028
1018,MZW,Mecheria Airport,33.53590012,-0.242353007
1019,MKR,Meekatharra Airport,-26.61170006,118.5479965
1020,MEY,Meghauli Airport,27.5774,84.22875
1021,MEH,Mehamn Airport,71.02970123,27.82670021
1022,MNA,Melangguane Airport,4.00694,126.672997
1023,MLN,Melilla Airport,35.2798,-2.95626
1024,GPN,Garden Point Airport,-11.399686,130.425568
1025,SNB,Snake Bay Airport,-11.417674,130.648481
1026,MMB,Memanbetsu Airport,43.88059998,144.1640015
1027,MEM,Memphis International Airport,35.04240036,-89.97669983
1028,MDU,Mendi Airport,-6.14774,143.656998
1029,MDU,Mendi Airport,9.767,35.099998
1030,SPP,Menongue Airport,-14.6576004,17.71980095
1031,MIM,Merimbula Airport,-36.90859985,149.901001
1032,MWE,Merowe Airport,18.443333,31.843333
1033,MEQ,Cut Nyak Dhien Airport,4.040631,96.253538
1034,MFU,Mfuwe Airport,-13.25889969,31.93659973
1035,MIA,Miami International Airport,25.79319954,-80.29060364
1036,MIG,Mianyang Nanjiao Airport,31.428101,104.740997
1037,MDT,Harrisburg International Airport,40.193501,-76.763397
1038,PMF,Parma Airport,44.824501,10.2964
1039,PMF,Parma Airport,43.777478,-116.936288
1040,MQL,Mildura Airport,-34.22919846,142.0859985
1041,MGT,Milingimbi Airport,-12.09440041,134.8939972
1042,MLO,Milos Airport,36.696899,24.4769
1043,MXJ,Minna Airport,9.652170181,6.462259769
1044,MOT,Minot International Airport,48.25939941,-101.2799988
1045,MSQ,Minsk National Airport,53.888071,28.039964
1046,MYY,Miri Airport,4.32201,113.987
1047,MJZ,Mirny Airport,62.53469849,114.0390015
1048,MSO,Missoula International Airport,46.91630173,-114.0910034
1049,MHE,Mitchell Municipal Airport,43.77479935,-98.03859711
1050,KMI,Miyazaki Airport,31.87719917,131.4490051
1051,KOJ,Kagoshima Airport,31.80340004,130.7189941
1052,MZQ,Mkuze Airport,-27.62610054,32.04430008
1053,MOB,Mobile Regional Airport,30.6912,-88.242798
1054,OHE,Mohe Gulian Airport,52.916871,122.422759
1055,MIR,Monastir Habib Bourguiba International Airport,35.7580986,10.75469971
1056,MBE,Monbetsu Airport,44.30390167,143.404007
1057,YYY,Mont Joli Airport,48.60860062,-68.20809937
1058,MTP,Montauk Airport,41.0765,-71.920797
1059,MXO,Monticello Regional Airport,42.22040176,-91.16329956
1060,MTJ,Montrose Regional Airport,38.5098,-107.893997
1061,MBW,Melbourne Moorabbin Airport,-37.97579956,145.102005
1062,MOZ,Moorea Temae Airport,-17.48979,-149.761777
1063,YMO,Moosonee Airport,51.29109955,-80.60780334
1064,MOV,Moranbah Airport,-22.05780029,148.0769959
1065,MRZ,Moree Airport,-29.49889946,149.8450012
1066,MLM,Morelia Airport,3.754167,-71.459722
1067,ONG,Mornington Island Airport,-16.66250038,139.1779938
1068,MOQ,Morondava Airport,-20.2847,44.3176
1069,MVL,Morrisville-Stowe State Airport,44.534599,-72.613998
1070,MYA,Moruya Airport,-35.89780045,150.1439972
1071,CWA,Central Wisconsin Airport,44.77759933,-89.66680145
1072,OMO,Mostar International Airport,43.28290176,17.84589958
1073,OSM,Mosul International Airport,36.305801,43.1474
1074,MQQ,Moundou Airport,8.62441,16.0714
1075,MGB,Mount Gambier Airport,-37.744382,140.780561
1076,HGU,Mount Hagen Kagamuga Airport,-5.828212,144.299412
1077,ISA,Mount Isa Airport,-20.66390038,139.4889984
1078,WME,Mount Keith Airport,-27.28733,120.554937
1079,MMG,Mount Magnet Airport,-28.11610031,117.8420029
1080,MYW,Mtwara Airport,-10.336204,40.181997
1081,MWX,Muan International Airport,34.991406,126.382814
1082,MDG,Mudanjiang Hailang International Airport,44.52410126,129.5690002
1083,DGE,Mudgee Airport,-32.564794,149.609452
1084,MKM,Mukah Airport,2.881944,112.043333
1085,UKH,Mukhaizna Airport,19.386389,56.401389
1086,MZV,Mulu Airport,4.04832983,114.8050003
1087,MUA,Munda Airport,-8.32797,157.263
1088,MUC,Munich Airport,48.353802,11.7861
1089,MMK,Murmansk Airport,68.78170013,32.75080109
1090,MYI,Murray Island Airport,-9.915105,144.054644
1091,OIT,Oita Airport,33.47940063,131.7369995
1092,MCT,Muscat International Airport,23.59329987,58.28440094
1093,MKG,Muskegon County Airport,43.169498,-86.238197
1094,YQA,Muskoka Airport,44.97470093,-79.30329895
1095,MUZ,Musoma Airport,-1.503,33.8021
1096,MZU,Muzaffarpur Airport,26.119101,85.313698
1097,MWZ,Mwanza Airport,-2.444489956,32.93270111
1098,MYT,Myitkyina Airport,25.38360023,97.35189819
1099,NLV,Mykolaiv International Airport,47.057899,31.9198
1100,MYR,Myrtle Beach International Airport,33.67969894,-78.92829895
1101,NBX,Nabire Airport,-3.368586,135.496702
1102,MNC,Nacala Airport,-14.48820019,40.71220016
1103,NAN,Nadi International Airport,-17.7553997,177.4429932
1104,NYM,Nadym Airport,65.48090363,72.69889832
1105,WNP,Naga Airport,13.5848999,123.2699966
1106,WIL,Nairobi Wilson Airport,-1.321720004,36.81480026
1107,SHB,Nakashibetsu Airport,43.57749939,144.9600067
1108,NAJ,Nakhchivan Airport,39.18880081,45.45840073
1109,NAK,Nakhon Ratchasima Airport,14.9495,102.313004
1110,NST,Nakhon Si Thammarat Airport,8.539620399,99.94470215
1111,NUU,Nakuru Airport,-0.298067,36.159302
1112,NLT,Xinyuan Nalati Airport,43.4318,83.3786
1113,NAL,Nalchik Airport,43.51290131,43.63660049
1114,NMA,Namangan Airport,40.9846,71.556702
1115,NRE,Namrole Airport,-3.85522,126.700902
1116,OSY,Namsos Airport,64.472198,11.5786
1117,YCD,Nanaimo Airport,49.05497,-123.869863
1118,KHN,Nanchang Changbei International Airport,28.864815,115.90271
1119,NAO,Nanchong Gaoping Airport,30.798104,106.16415
1120,NDC,Nanded Airport,19.1833,77.316704
1121,LZN,Matsu Nangan Airport,26.1598,119.958
1122,NKG,Nanjing Lukou International Airport,31.735032,118.865949
1123,KCZ,Kochi Ryoma Airport,33.546101,133.669006
1124,NTE,Nantes Atlantique Airport,47.15319824,-1.610730052
1125,ACK,Nantucket Memorial Airport,41.25310135,-70.06020355
1126,NNY,Nanyang Jiangying Airport,32.982696,112.617467
1127,NYK,Nanyuki Airport,-0.062399,37.041008
1128,NAU,Napuka Island Airport,-14.17679977,-141.2669983
1129,NAW,Narathiwat Airport,6.519919872,101.7429962
1130,NAA,Narrabri Airport,-30.31920052,149.8269959
1131,NRA,Narrandera Airport,-34.70220184,146.5119934
1132,UAK,Narsarsuaq Airport,61.1605,-45.425999
1133,BNA,Nashville International Airport,36.12450027,-86.67819977
1134,YNA,Natashquan Airport,50.18999863,-61.78919983
1135,SDJ,Sendai Airport,38.139702,140.917007
1136,INU,Nauru International Airport,-0.547458,166.919006
1137,NVI,Navoi Airport,40.117199,65.170799
1138,NYT,Nay Pyi Taw International Airport,19.623501,96.200996
1139,KDN,Khanidanda Airport,27.18117,86.77185
1140,NEC,Necochea Airport,-38.490746,-58.816337
1141,NEG,Negril Airport,18.341712,-78.334164
1142,NSN,Nelson Airport,-41.298302,173.220993
1143,NSN,Nelson Airport,39.308265,-89.99289
1144,NSN,Nelson Airport,49.49420166,-117.3010025
1145,NSN,Nelson Airport,41.851343,-86.359706
1146,NSN,Nelson Airport,47.76670074,-106.1880035
1147,NSN,Nelson Airport,47.04579926,-97.18650055
1148,NSN,Nelson Airport,60.48453,-150.92269
1149,NLG,Nelson Lagoon Airport,56.00749969,-161.1600037
1150,MQP,Kruger Mpumalanga International Airport,-25.38319969,31.10560036
1151,NUM,Neom Bay Airport,27.927598,35.28874
1152,CNP,Neerlerit Inaat Airport,70.743103,-22.650499
1153,FNB,Neubrandenburg Airport,53.6022,13.306
1154,EWB,New Bedford Regional Airport,41.67610168,-70.95690155
1155,EWN,Coastal Carolina Regional Airport,35.07300186,-77.04290009
1156,HVN,Tweed New Haven Airport,41.26369858,-72.88680267
1157,ARA,Acadiana Regional Airport,30.0378,-91.883904
1158,NPL,New Plymouth Airport,-39.00859833,174.1790009
1159,KNW,New Stuyahok Airport,59.44990158,-157.3280029
1160,SWF,New York Stewart International Airport,41.504101,-74.104797
1161,BEO,Lake Macquarie Airport,-33.065975,151.646283
1162,ZNE,Newman Airport,-23.4178009,119.8030014
1163,ZNE,Newman Airport,41.02109909,-102.0179977
1164,NPT,Newport State Airport,41.532398,-71.281502
1165,ONP,Newport Municipal Airport,44.580399,-124.057999
1166,PHF,Newport News Williamsburg International Airport,37.131901,-76.492996
1167,NQY,Cornwall Airport Newquay,50.440601,-4.99541
1168,IAG,Niagara Falls International Airport,43.1073,-78.946198
1169,LRL,Niamtougou International Airport,9.76733017,1.091249943
1170,KIJ,Niigata Airport,37.95589828,139.1210022
1171,NIG,Nikunau Airport,-1.314440012,176.4100037
1172,NGB,Ningbo Lishe International Airport,29.82670021,121.461998
1173,NJC,Nizhnevartovsk Airport,60.949299,76.483597
1174,WTK,Noatak Airport,67.56610107,-162.9750061
1175,NOG,Nogales International Airport,31.4177,-110.848
1176,NOG,Nogales International Airport,31.225756,-110.976934
1177,OME,Nome Airport,64.5121994,-165.4450073
1178,NON,Nonouti Airport,-0.63972199,174.4279938
1179,NRD,Norderney Airport,53.706944,7.23
1180,ORF,Norfolk International Airport,36.8946,-76.201202
1181,YVQ,Norman Wells Airport,65.28160095,-126.7979965
1182,NTN,Normanton Airport,-17.68409,141.069664
1183,OTH,Southwest Oregon Regional Airport,43.417099,-124.2460022
1184,NRL,North Ronaldsay Airport,59.36750031,-2.434439898
1185,ORT,Northway Airport,62.9612999,-141.9290009
1186,ORT,Northway Airport,44.66669846,-73.56620026
1187,YNE,Norway House Airport,53.95830154,-97.84420013
1188,OWD,Norwood Memorial Airport,42.19049835,-71.17289734
1189,NTB,Notodden Airport,59.565701,9.21222
1190,EMA,East Midlands Airport,52.8311,-1.32806
1191,OVB,Novosibirsk Tolmachevo Airport,55.019756,82.618675
1192,NUX,Novy Urengoy Airport,66.06939697,76.52030182
1193,NOJ,Noyabrsk Airport,63.18330002,75.26999664
1194,NUI,Nuiqsut Airport,70.209999,-151.005998
1195,NHV,Nuku Hiva Airport,-8.7956,-140.229004
1196,NCU,Nukus Airport,42.4884,59.623299
1197,GOH,Nuuk Airport,64.193022,-51.676512
1198,NYA,Nyagan Airport,62.110001,65.614998
1199,UYL,Nyala Airport,12.0535,24.9562
1200,OBN,Oban Airport,56.46350098,-5.399670124
1201,ODS,Odessa International Airport,46.4268,30.6765
1202,KEO,Odienne Airport,9.539457,-7.56134
1203,OGS,Ogdensburg International Airport,44.6819,-75.4655
1204,KSA,Kosrae International Airport,5.35698,162.957993
1205,OHO,Okhotsk Airport,59.410065,143.056503
1206,OKC,Will Rogers World Airport,35.393101,-97.6007
1207,OIR,Okushiri Airport,42.07170105,139.4329987
1208,OLB,Olbia Costa Smeralda Airport,40.898701,9.51763
1209,YOC,Old Crow Airport,67.57060242,-139.8390045
1210,OLV,Olive Branch Airport,34.97869873,-89.78690338
1211,OLP,Olympic Dam Airport,-30.48500061,136.8769989
1212,NGS,Nagasaki Airport,32.91690063,129.9140015
1213,OOT,Onotoa Airport,-1.796110034,175.526001
1214,ONT,Ontario International Airport,34.05599976,-117.6009979
1215,DSN,Ordos Ejin Horo Airport,39.493389,109.860172
1216,MCO,Orlando International Airport,28.42939949,-81.30899811
1217,ORL,Orlando Executive Airport,28.5455,-81.332901
1218,SFB,Orlando Sanford International Airport,28.77759933,-81.23750305
1219,OSW,Orsk Airport,51.072498,58.5956
1220,OSC,Oscoda Wurtsmith Airport,44.451599,-83.394096
1221,OSS,Osh Airport,40.60900116,72.79329681
1222,OSI,Osijek Airport,45.4627,18.8102
1223,OSK,Oskarshamn Airport,57.350498,16.497999
1224,QRW,Warri Airport,5.59611,5.81778
1225,OUA,Ouagadougou Airport,12.3532,-1.51242
1226,OZZ,Ouarzazate Airport,30.93910027,-6.909430027
1227,OUD,Oujda Angads Airport,34.789558,-1.926041
1228,OUL,Oulu Airport,64.930099,25.354601
1229,JFR,Paamiut Airport,62.014736,-49.670937
1230,AEG,Aek Godang Airport,1.4001,99.430496
1231,PAH,Barkley Regional Airport,37.06079865,-88.77380371
1232,PAG,Pagadian Airport,7.825632,123.459635
1233,PGA,Page Airport,46.016842,-118.368383
1234,PLQ,Palanga International Airport,55.97320175,21.09390068
1235,PQM,Palenque International Airport,17.533153,-92.015484
1236,PMK,Palm Island Airport,-18.75530052,146.5809937
1237,PSP,Palm Springs International Airport,33.8297,-116.507004
1238,PMI,Palma de Mallorca Airport,39.551701,2.73881
1239,PMW,Palmas Airport,-26.47200012,-51.97589874
1240,PMR,Palmerston North Airport,-40.320599,175.617004
1241,PAO,Palo Alto Airport,-34.73305511,-71.7408371
1242,PNA,Pamplona Airport,42.77,-1.64633
1243,PGH,Pantnagar Airport,29.0334,79.473701
1244,PNL,Pantelleria Airport,36.816502,11.9689
1245,PZI,Panzhihua Bao'anying Airport,26.54,101.79852
1246,PPW,Papa Westray Airport,59.35169983,-2.900279999
1247,PFO,Paphos International Airport,34.717999,32.485699
1248,PBO,Paraburdoo Airport,-23.17110062,117.7450027
1249,PED,Pardubice Airport,50.01340103,15.73859978
1250,PKE,Parkes Airport,-33.13140106,148.2389984
1251,IXT,Pasighat Airport,28.064786,95.336952
1252,PSI,Pasni Airport,25.29050064,63.3451004
1253,IXP,Pathankot Airport,32.233611,75.634444
1254,BSX,Pathein Airport,16.815201,94.7799
1255,PAV,Paulo Afonso Airport,-9.40088,-38.250599
1256,PWQ,Pavlodar Airport,52.19499969,77.07389832
1257,YPE,Peace River Airport,56.226898,-117.446999
1258,POL,Pemba Airport,-12.99176216,40.52401352
1259,POL,Pemba Airport,-5.25726,39.811401
1260,PEN,Penang International Airport,5.297140121,100.2770004
1261,PNS,Pensacola International Airport,30.4734,-87.1866
1262,PMQ,Perito Moreno Airport,-46.537899,-70.978699
1263,YPQ,Peterborough Airport,-38.607162,142.903826
1264,YPQ,Peterborough Airport,-33.00500107,138.8580017
1265,PSG,Petersburg James A Johnson Airport,56.80170059,-132.9450073
1266,PPK,Petropavl Airport,54.774702,69.183273
1267,PES,Petrozavodsk Airport,61.8852005,34.15470123
1268,PWE,Pevek Airport,69.783302,170.597
1269,PPL,Phaplu Airport,27.517787,86.584454
1270,PHY,Phetchabun Airport,16.6760006,101.1949997
1271,PHL,Philadelphia International Airport,39.87189865,-75.2410965
1272,PHS,Phitsanulok Airport,16.7829,100.278999
1273,PNH,Phnom Penh International Airport,11.5466,104.844002
1274,GYR,Phoenix Goodyear Airport,33.42250061,-112.3759995
1275,PHX,Phoenix Sky Harbor International Airport,33.435302,-112.005905
1276,PRH,Phrae Airport,18.13220024,100.1650009
1277,PQC,Phu Quoc International Airport,10.1698,103.9931
1278,HKT,Phuket International Airport,8.1132,98.316902
1279,YPL,Pickle Lake Airport,51.44639969,-90.21420288
1280,PIX,Pico Airport,38.554298,-28.441299
1281,PIR,Pierre Regional Airport,44.38270187,-100.2860031
1282,PZB,Pietermaritzburg Airport,-29.64900017,30.39870071
1283,PVL,Pike County Airport,39.16690063,-82.92819977
1284,HUZ,Huizhou Pingtan Airport,23.049999,114.599998
1285,PIT,Pittsburgh International Airport,40.49150085,-80.23290253
1286,PSF,Pittsfield Municipal Airport,44.768501,-69.374397
1287,PSF,Pittsfield Municipal Airport,42.4268,-73.2929
1288,TLY,Plastun Airport,44.81499863,136.2920074
1289,PBG,Plattsburgh International Airport,44.65090179,-73.4681015
1290,PXU,Pleiku Airport,14.00450039,108.0169983
1291,PBZ,Plettenberg Bay Airport,-34.08816,23.328723
1292,PYM,Plymouth Municipal Airport,43.77920151,-71.75370026
1293,PYM,Plymouth Municipal Airport,41.36510086,-86.30049896
1294,PYM,Plymouth Municipal Airport,35.8083992,-76.75930023
1295,PYM,Plymouth Municipal Airport,41.909,-70.728798
1296,PIH,Pocatello Regional Airport,42.90980148,-112.5960007
1297,PNI,Pohnpei International Airport,6.985099792,158.2089996
1298,PHO,Point Hope Airport,68.34880066,-166.798996
1299,PKR,Pokhara Airport,28.20089912,83.98210144
1300,PKR,Pokhara International Airport,28.1838,84.0147
1301,PYJ,Polyarny Airport,66.400398,112.029999
1302,YIO,Pond Inlet Airport,72.6832962,-77.96669769
1303,PBD,Porbandar Airport,21.649524,69.656405
1304,POR,Pori Airport,61.4617,21.799999
1305,PUG,Port Augusta Airport,-32.50690079,137.7169952
1306,PLZ,Chief Dawid Stuurman International Airport,-33.984901,25.6173
1307,POG,Port Gentil Airport,-0.711739004,8.754380226
1308,PHC,Port Harcourt International Airport,5.015490055,6.949590206
1309,YZT,Port Hardy Airport,50.68059921,-127.3669968
1310,PHE,Port Hedland International Airport,-20.37779999,118.6259995
1311,PTH,Port Heiden Airport,56.959359,-158.62106
1312,PHN,St Clair County International Airport,42.9109993,-82.52890015
1313,PLO,Port Lincoln Airport,-34.6053009,135.8800049
1314,PQQ,Port Macquarie Airport,-31.43580055,152.8630066
1315,POM,Port Moresby Jacksons International Airport,-9.443380356,147.2200012
1316,PDX,Portland International Airport,45.58869934,-122.5979996
1317,PWM,Portland International Jetport,43.646198,-70.309303
1318,YPN,Port Menier Airport,49.83639908,-64.28859711
1319,PXO,Porto Santo Airport,33.07339859,-16.35000038
1320,BPS,Porto Seguro Airport,-16.438426,-39.080584
1321,YPW,Powell River Airport,49.83420181,-124.5
1322,PQI,Presque Isle International Airport,46.688999,-68.0448
1323,YPA,Prince Albert Airport,-33.20249939,22.03219986
1324,YXS,Prince George Airport,53.884311,-122.666554
1325,YPR,Prince Rupert Airport,54.28609848,-130.4450073
1326,PCP,Principe Airport,1.66294,7.41174
1327,PPP,Proserpine Whitsunday Coast Airport,-20.494416,148.553583
1328,PLS,Providenciales International Airport,21.773697,-72.268321
1329,PVC,Provincetown Municipal Airport,42.07189941,-70.2213974
1330,SCC,Deadhorse Airport,70.19470215,-148.4649963
1331,PKV,Pskov Airport,57.78390121,28.39559937
1332,PBR,Puerto Barrios Airport,15.7309,-88.583801
1333,PUD,Puerto Deseado Airport,-47.7353,-65.9041
1334,PJM,Puerto Jimenez Airport,8.533329964,-83.30000305
1335,PEU,Puerto Lempira Airport,15.2622,-83.781197
1336,PKP,Puka Puka Airport,-14.80949974,-138.8130035
1337,PUY,Pula Airport,44.89350128,13.9222002
1338,PUW,Pullman Moscow Regional Airport,46.7439,-117.110001
1339,PBU,Putao Airport,27.32990074,97.42630005
1340,FNJ,Pyongyang Sunan International Airport,39.224098,125.669998
1341,NAQ,Qaanaaq Airport,77.488602,-69.388702
1342,GBB,Gabala International Airport,40.808617,47.725389
1343,JIQ,Qianjiang Wulingshan Airport,29.51333333,108.8311111
1344,IQM,Qiemo Yudu Airport,38.234516,85.465462
1345,TAO,Qingdao Jiaodong International Airport,36.361953,120.088171
1346,IQN,Qingyang Xifeng Airport,35.802638,107.598896
1347,SHP,Qinhuangdao Shanhaiguan Airport,39.968679,119.730635
1348,BPE,Qinhuangdao Beidaihe Airport,39.666389,119.058889
1349,BAR,Qionghai Bo'ao Airport,19.140951,110.452766
1350,NDG,Qiqihar Sanjiazi Airport,47.23960114,123.9179993
1351,JJN,Quanzhou Jinjiang International Airport,24.7964,118.589996
1352,ZQN,Queenstown Airport,-31.92020035,26.88220024
1353,ZQN,Queenstown Airport,-42.075001,145.531998
1354,UEL,Quelimane Airport,-17.85549927,36.86909866
1355,YQZ,Quesnel Airport,53.02610016,-122.5100021
1356,ULP,Quilpie Airport,-26.61219978,144.253006
1357,JUZ,Quzhou Airport,28.965799,118.899002
1358,VKG,Rach Gia Airport,9.958029972,105.1323795
1359,RJN,Rafsanjan Airport,30.298345,56.048979
1360,RFP,Raiatea Airport,-16.7229,-151.466003
1361,RJA,Rajahmundry Airport,17.105799,81.813204
1362,RJB,Rajbiraj Airport,26.510066,86.733902
1363,RZR,Ramsar Airport,36.90701,50.687316
1364,RMS,Ramstein Air Base,49.436901,7.60028
1365,RGI,Rangiroa Airport,-14.95429993,-147.6609955
1366,UNN,Ranong Airport,9.77762,98.585503
1367,RAP,Rapid City Regional Airport,44.04529953,-103.0569992
1368,RKT,Ras Al Khaimah International Airport,25.6135006,55.93880081
1369,RTC,Ratnagiri Airport,17.013599,73.327797
1370,YQF,Red Deer Regional Airport,52.182201,-113.893997
1371,YRL,Red Lake Airport,51.06689835,-93.79309845
1372,RDD,Redding Municipal Airport,40.50899887,-122.2929993
1373,YQR,Regina International Airport,50.43190002,-104.6660004
1374,RMK,Renmark Airport,-34.19639969,140.673996
1375,REZ,Resende Airport,-22.4785,-44.480301
1376,REU,Reus Airport,41.1474,1.16717
1377,RHI,Rhinelander Oneida County Airport,45.63119888,-89.46749878
1378,RIB,Riberalta Airport,-11.01039982,-66.0734024
1379,RCB,Richards Bay Airport,-28.74099922,32.09209824
1380,RCM,Richmond Airport,41.489498,-71.620598
1381,RCM,Richmond Airport,-31.42350006,23.97820091
1382,RCM,Richmond Airport,40.34420013,-90.44280243
1383,RCM,Richmond Airport,-20.70190048,143.1150055
1384,RIC,Richmond International Airport,37.50519943,-77.31970215
1385,RIX,Riga International Airport,56.923599,23.9711
1386,RJK,Rijeka Airport,45.21689987,14.5703001
1387,RIS,Rishiri Airport,45.24200058,141.1860046
1388,RWN,Rivne International Airport,50.60710144,26.14159966
1389,ROC,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
1390,RST,Rochester International Airport,43.908298,-92.5
1391,ROK,Rockhampton Airport,-23.380019,150.475359
1392,RMA,Roma Airport,-26.54500008,148.7749939
1393,RME,Griffiss International Airport,43.23379898,-75.40699768
1394,RNN,Bornholm Airport,55.06330109,14.75959969
1395,RPN,Rosh Pina Airport,32.980999,35.571899
1396,RTM,Rotterdam The Hague Airport,51.956902,4.43722
1397,RRK,Rourkela Airport,22.256571,84.815193
1398,RVN,Rovaniemi Airport,66.56479645,25.83040047
1399,RBY,Ruby Airport,64.72720337,-155.4700012
1400,RBY,Ruby Airport,43.893597,-69.495406
1401,RBX,Rumbek Airport,6.831074,29.669073
1402,NDU,Rundu Airport,-17.9564991,19.71940041
1403,RUP,Rupsi Airport,26.141867,89.907892
1404,RUR,Rurutu Airport,-22.4340992,-151.3609924
1405,URE,Kuressaare Airport,58.22990036,22.5095005
1406,MHR,Sacramento Mather Airport,38.553902,-121.297997
1407,SMF,Sacramento International Airport,38.69540024,-121.5910034
1408,SDS,Sado Airport,38.06019974,138.4140015
1409,MBS,MBS International Airport,43.532902,-84.079597
1410,SBR,Saibai Island Airport,-9.37833,142.625
1411,SPD,Saidpur Airport,25.75919914,88.9088974
1412,SDT,Saidu Sharif Airport,34.81359863,72.35279846
1413,SGO,Saint George Airport,33.195499,-80.508499
1414,YSJ,Saint John Airport,45.31610107,-65.89029694
1415,SMS,Sainte Marie Airport,-17.093901,49.8158
1416,SPN,Saipan International Airport,15.119,145.729004
1417,SYO,Shonai Airport,38.812199,139.787003
1418,SNO,Sakon Nakhon Airport,17.19510078,104.1190033
1419,SLY,Salekhard Airport,66.59079742,66.61100006
1420,SLE,Salem Municipal Airport,38.60200119,-86.13999939
1421,SXV,Salem Airport,11.7833004,78.06559753
1422,SXV,Salem Airport,36.35695,-91.830443
1423,SLC,Salt Lake City International Airport,40.785749,-111.979746
1424,AAP,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128
1425,SKD,Samarkand Airport,39.70050049,66.9838028
1426,SVB,Sambava Airport,-14.2786,50.174702
1427,SAT,San Antonio International Airport,29.533701,-98.469803
1428,SSF,Stinson Municipal Airport,29.33699989,-98.47109985
1429,SBD,San Bernardino International Airport,34.095402,-117.235001
1430,SBT,Sabetta International Airport,71.219167,72.052222
1431,SCY,San Cristobal Airport,-30.2642,-61.2203
1432,SCY,San Cristobal Airport,10.5,-84.56666565
1433,SAN,San Diego International Airport,32.73360062,-117.1900024
1434,SFO,San Francisco International Airport,37.61899948,-122.375
1435,SNG,San Ignacio de Velasco Airport,-16.401239,-61.0452
1436,LUQ,San Luis Airport,0.861307,-77.667562
1437,LUQ,San Luis Airport,14.7458334,-87.40528107
1438,LUQ,San Luis Airport,32.4993,-115.146
1439,LUQ,San Luis Airport,2.929722,-75.42
1440,LUQ,San Luis Airport,3.501944,-73.669722
1441,SRS,San Marcos Regional Airport,29.8927,-97.862999
1442,AFA,San Rafael Airport,38.01689911,-122.5210037
1443,AFA,San Rafael Airport,24.66745,-107.401428
1444,AFA,San Rafael Airport,25.03863,-100.57766
1445,AFA,San Rafael Airport,-32.81420135,-70.646698
1446,AFA,San Rafael Airport,-2.174602,-79.234887
1447,AFA,San Rafael Airport,-17.2891,-62.304
1448,AFA,San Rafael Airport,-14.28201,-70.37989
1449,GMZ,La Gomera Airport,28.0296,-17.2146
1450,SWL,San Vicente Airport,-26.95330048,-54.4878006
1451,SWL,San Vicente Airport,18.715536,-103.655154
1452,SWL,San Vicente Airport,10.524298,119.272899
1453,SWL,San Vicente Airport,3.840833,-73.456389
1454,SWL,San Vicente Airport,6.891,-73.4295
1455,SWL,San Vicente Airport,-16.27370071,-60.09069824
1456,SAH,Sana'a International Airport,15.47630024,44.21969986
1457,SDG,Sanandaj Airport,35.2458992,47.00920105
1458,SDK,Sandakan Airport,5.900899887,118.0589981
1459,NDY,Sanday Airport,59.25030136,-2.576669931
1460,YZP,Sandspit Airport,53.25429916,-131.8139954
1461,SDW,Sindhudurg Airport,16,73.533333
1462,SQJ,Sanming Shaxian Airport,26.4263,117.8336
1463,SCZ,Santa Cruz Island Airport,34.06007,-119.915229
1464,SYX,Sanya Phoenix International Airport,18.3029,109.412003
1465,OKD,Sapporo Okadama Airport,43.117447,141.38134
1466,SKX,Saransk Airport,54.1251297,45.21225739
1467,SRQ,Sarasota Bradenton International Airport,27.395399,-82.554398
1468,SRH,Sarh Airport,9.14444,18.374399
1469,SUJ,Satu Mare Airport,47.70330048,22.88570023
1470,CIU,Chippewa County International Airport,46.25080109,-84.47239685
1471,VHC,Saurimo Airport,-9.689069748,20.43190002
1472,ZVK,Savannakhet Airport,16.55660057,104.7600021
1473,SVL,Savonlinna Airport,61.9431,28.945101
1474,SVA,Savoonga Airport,63.686401,-170.492996
1475,YKL,Schefferville Airport,54.80530167,-66.80529785
1476,SCF,Scottsdale Airport,33.6228981,-111.9110031
1477,SOV,Seldovia Airport,59.44240189,-151.7039948
1478,PKW,Selebi Phikwe Airport,-22.0583,27.8288
1479,SZE,Semera Airport,11.7875,40.9915
1480,PLX,Semey Airport,50.351295,80.234398
1481,PVG,Shanghai Pudong International Airport,31.1434,121.805
1482,SHA,Shanghai Hongqiao International Airport,31.198104,121.33426
1483,SNN,Shannon Airport,52.702,-8.92482
1484,SNN,Shannon Airport,38.26679993,-77.44920349
1485,SWA,Jieyang Chaoshan International Airport,23.552,116.5033
1486,SHS,Jingzhou Shashi Airport,30.29281,112.44854
1487,HPG,Shennongjia Hongping Airport,31.626,110.34
1488,SHE,Shenyang Taoxian International Airport,41.639801,123.483002
1489,SZX,Shenzhen Bao'an International Airport,22.639299,113.810997
